,label,type,count,std,mean,var,hop,packet loss,outliers,node,predicted,predicted number,correction number
34,grid9_normal_2019-02-13_22:23_,normal,195,75.97075101150386,187.42564102564103,5771.555009251916,4,2.5,10,aaaa::212:740a:a:a0a,normal,1,1
35,grid9_normal_2019-02-13_22:23_,normal,195,105.66864197531457,158.64,11165.861896907214,3,2.5,8,aaaa::212:7409:9:909,normal,1,1
36,grid9_normal_2019-02-13_17:05_,normal,175,196.43617764643443,312.2628571428571,38587.171888341545,2,12.5,11,aaaa::212:7406:6:606,normal,1,1
37,grid9_normal_2019-02-13_17:05_,normal,161,121.12902943448003,150.43913043478258,14672.24177173913,1,19.5,10,aaaa::212:7403:3:303,normal,1,1
38,grid9_normal_2019-02-13_17:05_,normal,159,322.706798521934,499.92452830188677,104139.6778122761,3,20.5,8,aaaa::212:7409:9:909,normal,1,1
39,grid9_normal_2019-02-13_17:05_,normal,144,348.89589913939363,598.5347222222222,121728.34843628593,4,28.000000000000004,9,aaaa::212:7408:8:808,normal,1,1
40,grid9_normal_2019-02-13_17:05_,normal,150,262.7723792771264,488.2133333333333,69049.32331096196,3,25.0,7,aaaa::212:7407:7:707,normal,1,1
41,grid9_normal_2019-02-13_17:05_,normal,172,189.88226388951358,302.79651162790697,36055.274139806876,2,14.000000000000002,9,aaaa::212:7402:2:202,normal,1,1
42,grid9_normal_2019-02-13_17:05_,normal,140,292.64336083236196,340.29285714285714,85640.13663926002,2,30.0,9,aaaa::212:7404:4:404,normal,1,1
43,grid9_normal_2019-02-13_17:05_,normal,180,257.7303608209341,497.8722222222222,66424.9388888889,4,10.0,9,aaaa::212:740a:a:a0a,normal,1,1
44,grid9_normal_2019-02-13_17:05_,normal,177,167.84155396317837,392.7570621468927,28170.78723677452,3,11.5,9,aaaa::212:7405:5:505,normal,1,1
45,grid9_1bh-7_2019-02-13_20:02_,BH,130,62.22822727290984,105.36307692307693,3872.3522695289203,1,35.0,5,aaaa::212:7403:3:303,normal,1,0
46,grid9_1bh-7_2019-02-13_20:02_,BH,195,93.90032791955211,190.91794871794872,8817.271583399419,3,2.5,12,aaaa::212:7409:9:909,normal,1,0
47,grid9_1bh-7_2019-02-13_20:02_,BH,163,129.40458807546756,216.02699386503068,16745.547414981444,3,18.5,10,aaaa::212:7407:7:707,normal,1,0
48,grid9_1bh-7_2019-02-13_20:02_,BH,132,62.41957490259065,250.6818181818182,3896.203331020124,4,34.0,8,aaaa::212:7408:8:808,normal,1,0
49,grid9_1bh-7_2019-02-13_20:02_,BH,181,56.684620972160694,100.19116022099446,3213.14625475752,2,9.5,11,aaaa::212:7402:2:202,normal,1,0
50,grid9_1bh-7_2019-02-13_20:02_,BH,1,0.0,1.0,0.0,4,99.5,0,aaaa::212:740a:a:a0a,BH,0,0
51,grid9_1bh-7_2019-02-13_20:02_,BH,195,98.03966524797488,174.97384615384613,9611.775961934973,2,2.5,11,aaaa::212:7406:6:606,normal,1,0
52,grid9_1bh-7_2019-02-13_20:02_,BH,174,87.67489154371495,137.79367816091954,7686.88660720218,2,13.0,8,aaaa::212:7404:4:404,normal,1,0
53,grid9_1bh-7_2019-02-13_20:02_,BH,199,72.35342683454455,163.60301507537687,5235.018374701792,3,0.5,7,aaaa::212:7405:5:505,normal,1,0
54,grid9_1bh-7_2019-02-13_15:08_,BH,196,95.27569276371854,127.3969387755102,9077.457631606489,2,2.0,9,aaaa::212:7404:4:404,normal,1,0
55,grid9_1bh-7_2019-02-13_15:08_,BH,186,166.20099568817852,288.88709677419354,27622.770967741933,3,7.000000000000001,9,aaaa::212:7407:7:707,normal,1,0
56,grid9_1bh-7_2019-02-13_15:08_,BH,186,137.52239947111082,175.42365591397848,18912.410356291777,2,7.000000000000001,10,aaaa::212:7402:2:202,normal,1,0
57,grid9_1bh-7_2019-02-13_15:08_,BH,189,100.38643419413187,229.0,10077.436170212766,3,5.5,10,aaaa::212:7405:5:505,normal,1,0
58,grid9_1bh-7_2019-02-13_15:08_,BH,193,116.35698899580231,220.5181347150259,13538.94888816926,3,3.5000000000000004,10,aaaa::212:7409:9:909,normal,1,0
59,grid9_1bh-7_2019-02-13_15:08_,BH,186,86.70251138955231,156.53709677419354,7517.32548125545,2,7.000000000000001,6,aaaa::212:7406:6:606,normal,1,0
60,grid9_1bh-7_2019-02-13_15:08_,BH,3,114.63129299337652,384.6666666666667,13140.333333333334,4,98.5,0,aaaa::212:740a:a:a0a,BH,0,0
61,grid9_1bh-7_2019-02-13_15:08_,BH,182,59.46927609823299,84.16758241758241,3536.5947996478653,1,9.0,9,aaaa::212:7403:3:303,normal,1,0
62,grid9_1bh-7_2019-02-13_15:08_,BH,183,164.09021436615163,353.8032786885246,26925.598450729598,4,8.5,7,aaaa::212:7408:8:808,normal,1,0
63,rnd_1gh-2_2019-02-16_08:37_,BH,196,30.282607069853615,52.90408163265307,917.0362909471481,1,2.0,8,aaaa::212:7407:7:707,normal,1,0
64,rnd_1gh-2_2019-02-16_08:37_,BH,197,35.245824344747646,119.71827411167513,1242.268133740806,2,1.5,9,aaaa::212:7404:4:404,normal,1,0
65,rnd_1gh-2_2019-02-16_08:37_,BH,197,32.63802925407044,88.45532994923856,1065.2409535895576,2,1.5,5,aaaa::212:7406:6:606,normal,1,0
66,rnd_1gh-2_2019-02-16_08:37_,BH,198,46.030672199757895,52.76161616161616,2118.8227831615645,1,1.0,6,aaaa::212:7409:9:909,normal,1,0
67,rnd_1gh-2_2019-02-16_08:37_,BH,95,79.0296030832361,185.50526315789475,6245.678163493841,3,52.5,6,aaaa::212:7403:3:303,BH,0,0
68,rnd_1gh-2_2019-02-16_08:37_,BH,184,62.32396750318902,111.4288043478261,3884.276925338561,2,8.0,8,aaaa::212:7405:5:505,normal,1,0
69,rnd_1gh-2_2019-02-16_08:37_,BH,199,39.783579563471946,97.5321608040201,1582.7332028831024,2,0.5,6,aaaa::212:7408:8:808,normal,1,0
70,rnd_1gh-2_2019-02-16_08:37_,BH,171,83.53546961540665,128.22690058479532,6978.174683866529,2,14.499999999999998,7,aaaa::212:740a:a:a0a,normal,1,0
71,rnd_1gh-2_2019-02-16_08:37_,BH,182,54.98843938309538,130.25384615384613,3023.7284657883556,2,9.0,8,aaaa::212:7402:2:202,normal,1,0
72,rnd_1bh-2_2019-02-14_15:38_,BH,171,62.621133733691536,121.81929824561405,3921.40639009288,2,14.499999999999998,7,aaaa::212:740a:a:a0a,normal,1,0
73,rnd_1bh-2_2019-02-14_15:38_,BH,196,46.35474819554205,102.84387755102041,2148.7626802721093,2,2.0,5,aaaa::212:7406:6:606,normal,1,0
74,rnd_1bh-2_2019-02-14_15:38_,BH,199,37.263511119474785,58.07688442211055,1388.5692609512207,1,0.5,5,aaaa::212:7409:9:909,normal,1,0
75,rnd_1bh-2_2019-02-14_15:38_,BH,161,89.36461687504514,148.15403726708075,7986.034749223603,2,19.5,7,aaaa::212:7405:5:505,normal,1,0
76,rnd_1bh-2_2019-02-14_15:38_,BH,170,29.524034590774168,63.562941176470595,871.6686185172296,1,15.0,6,aaaa::212:7407:7:707,normal,1,0
77,rnd_1bh-2_2019-02-14_15:38_,BH,198,47.227239471845664,118.51363636363637,2230.412148131057,2,1.0,10,aaaa::212:7404:4:404,normal,1,0
78,rnd_1bh-2_2019-02-14_15:38_,BH,198,50.73602496346122,124.33232323232323,2574.14422909296,2,1.0,9,aaaa::212:7408:8:808,normal,1,0
79,rnd_1bh-2_2019-02-14_15:38_,BH,171,67.84983177449024,133.62105263157892,4603.599671826625,2,14.499999999999998,6,aaaa::212:7402:2:202,normal,1,0
80,rnd_1bh-2_2019-02-14_15:38_,BH,1,0.0,1.0,0.0,1,99.5,0,aaaa::212:7403:3:303,BH,0,0
81,rnd_1bh-7_2019-02-14_13:57_,BH,199,53.62356467063134,150.57587939698493,2875.4866879853816,2,0.5,8,aaaa::212:7406:6:606,normal,1,0
82,rnd_1bh-7_2019-02-14_13:57_,BH,168,119.81118578035708,226.60119047619048,14354.720238095239,2,16.0,7,aaaa::212:7405:5:505,normal,1,0
83,rnd_1bh-7_2019-02-14_13:57_,BH,190,166.72099373551663,331.4578947368421,27795.889752158175,3,5.0,11,aaaa::212:7403:3:303,normal,1,0
84,rnd_1bh-7_2019-02-14_13:57_,BH,176,85.53466905524104,175.6931818181818,7316.1796103896095,2,12.0,7,aaaa::212:740a:a:a0a,normal,1,0
85,rnd_1bh-7_2019-02-14_13:57_,BH,194,86.18628022357605,89.83402061855669,7428.074898776776,1,3.0,6,aaaa::212:7409:9:909,normal,1,0
86,rnd_1bh-7_2019-02-14_13:57_,BH,193,123.08344675929632,207.8341968911917,15149.534866148533,2,3.5000000000000004,9,aaaa::212:7408:8:808,normal,1,0
87,rnd_1bh-7_2019-02-14_13:57_,BH,192,80.8551722109031,174.13020833333334,6537.5588732547985,2,4.0,7,aaaa::212:7404:4:404,normal,1,0
88,rnd_1bh-7_2019-02-14_13:57_,BH,197,46.59108430309241,106.31218274111676,2170.7291365378637,1,1.5,6,aaaa::212:7407:7:707,normal,1,0
89,rnd_1bh-7_2019-02-14_13:57_,BH,197,56.678739296512205,166.01015228426397,3212.479488241997,2,1.5,11,aaaa::212:7402:2:202,normal,1,0
90,rnd_1bh-9_2019-02-14_15:15_,BH,1,0.0,1.0,0.0,3,99.5,0,aaaa::212:7405:5:505,BH,0,0
91,rnd_1bh-9_2019-02-14_15:15_,BH,1,0.0,1.0,0.0,2,99.5,0,aaaa::212:7406:6:606,BH,0,0
92,rnd_1bh-9_2019-02-14_15:15_,BH,184,13.968485854019113,44.88586956521739,195.11859705393206,1,8.0,9,aaaa::212:7407:7:707,normal,1,0
93,rnd_1bh-9_2019-02-14_15:15_,BH,1,0.0,1.0,0.0,4,99.5,0,aaaa::212:7408:8:808,BH,0,0
94,rnd_1bh-9_2019-02-14_15:15_,BH,1,0.0,1.0,0.0,2,99.5,0,aaaa::212:7402:2:202,BH,0,0
95,rnd_1bh-9_2019-02-14_15:15_,BH,190,26.55350639807971,53.262631578947364,705.0887020328599,1,5.0,8,aaaa::212:7409:9:909,normal,1,0
96,rnd_1bh-9_2019-02-14_15:15_,BH,1,0.0,1.0,0.0,4,99.5,0,aaaa::212:740a:a:a0a,BH,0,0
97,rnd_1bh-9_2019-02-14_15:15_,BH,1,0.0,1.0,0.0,1,99.5,0,aaaa::212:7403:3:303,BH,0,0
98,rnd_1bh-9_2019-02-14_15:15_,BH,1,0.0,1.0,0.0,2,99.5,0,aaaa::212:7404:4:404,BH,0,0
99,rnd_1gh-9_2019-02-16_10:36_,BH,188,21.739847867971896,59.73829787234043,472.62098532256226,1,6.0,7,aaaa::212:7407:7:707,normal,1,0
100,rnd_1gh-9_2019-02-16_10:36_,BH,101,73.42527882342041,137.8376237623762,5391.27157029703,2,49.5,4,aaaa::212:7408:8:808,BH,0,0
101,rnd_1gh-9_2019-02-16_10:36_,BH,81,45.11179429559304,139.45679012345678,2035.073984567901,2,59.5,6,aaaa::212:740a:a:a0a,BH,0,0
102,rnd_1gh-9_2019-02-16_10:36_,BH,90,38.05724225282407,134.99555555555557,1448.3536878901373,2,55.00000000000001,4,aaaa::212:7402:2:202,BH,0,0
103,rnd_1gh-9_2019-02-16_10:36_,BH,83,66.16834799378671,138.6144578313253,4378.250276226859,2,58.5,3,aaaa::212:7404:4:404,BH,0,0
104,rnd_1gh-9_2019-02-16_10:36_,BH,103,53.8622047339383,138.2766990291262,2901.1370988006856,2,48.5,4,aaaa::212:7406:6:606,BH,0,0
105,rnd_1gh-9_2019-02-16_10:36_,BH,104,49.96367268825301,132.27307692307693,2496.36858849888,2,48.0,5,aaaa::212:7405:5:505,BH,0,0
106,rnd_1gh-9_2019-02-16_10:36_,BH,113,58.28854671050962,200.36283185840708,3397.554677623262,3,43.5,6,aaaa::212:7403:3:303,normal,1,0
107,rnd_1gh-9_2019-02-16_10:36_,BH,165,50.75861610256381,85.98363636363636,2576.4371086474503,1,17.5,10,aaaa::212:7409:9:909,normal,1,0
108,rnd_normal_2019-02-14_13:37_,normal,161,52.16503612371816,155.74534161490683,2721.1909937888204,2,19.5,5,aaaa::212:740a:a:a0a,normal,1,1
109,rnd_normal_2019-02-14_13:37_,normal,196,25.564561558773264,124.3892857142857,653.5468076923077,2,2.0,8,aaaa::212:7406:6:606,normal,1,1
110,rnd_normal_2019-02-14_13:37_,normal,169,58.47830692617888,166.64615384615385,3419.7123809523805,2,15.5,7,aaaa::212:7404:4:404,normal,1,1
111,rnd_normal_2019-02-14_13:37_,normal,188,29.838005584416337,84.34946808510638,890.3065772556604,1,6.0,10,aaaa::212:7407:7:707,normal,1,1
112,rnd_normal_2019-02-14_13:37_,normal,172,54.24835423152029,84.04011627906976,2942.8839368285053,1,14.000000000000002,10,aaaa::212:7409:9:909,normal,1,1
113,rnd_normal_2019-02-14_13:37_,normal,164,69.12423459590167,166.3658536585366,4778.15980846925,2,18.0,8,aaaa::212:7405:5:505,normal,1,1
114,rnd_normal_2019-02-14_13:37_,normal,195,37.35154242310676,157.82051282051282,1395.137721385144,2,2.5,5,aaaa::212:7402:2:202,normal,1,1
115,rnd_normal_2019-02-14_13:37_,normal,195,79.07744625332599,255.72307692307692,6253.242505947661,3,2.5,8,aaaa::212:7403:3:303,normal,1,1
116,rnd_normal_2019-02-14_13:37_,normal,191,70.8789143646795,172.85340314136127,5023.82050151557,2,4.5,8,aaaa::212:7408:8:808,normal,1,1
117,rnd_1gh-7_2019-02-16_10:16_,BH,186,81.72119281158405,160.9768817204301,6678.353354548097,2,7.000000000000001,10,aaaa::212:7405:5:505,normal,1,0
118,rnd_1gh-7_2019-02-16_10:16_,BH,191,44.84198509706699,106.87591623036651,2010.8036274455776,2,4.5,9,aaaa::212:740a:a:a0a,normal,1,0
119,rnd_1gh-7_2019-02-16_10:16_,BH,169,56.79693278411016,109.66035502958579,3225.891573682728,2,15.5,4,aaaa::212:7408:8:808,normal,1,0
120,rnd_1gh-7_2019-02-16_10:16_,BH,193,34.26095044806099,71.23575129533678,1173.8127256044907,1,3.5000000000000004,8,aaaa::212:7407:7:707,normal,1,0
121,rnd_1gh-7_2019-02-16_10:16_,BH,197,54.363294560797065,131.85482233502537,2955.367795503988,2,1.5,5,aaaa::212:7404:4:404,normal,1,0
122,rnd_1gh-7_2019-02-16_10:16_,BH,198,75.80920701048679,84.53787878787878,5747.035867558839,1,1.0,7,aaaa::212:7409:9:909,normal,1,0
123,rnd_1gh-7_2019-02-16_10:16_,BH,169,99.10710733133173,226.68047337278105,9822.218723584108,3,15.5,6,aaaa::212:7403:3:303,normal,1,0
124,rnd_1gh-7_2019-02-16_10:16_,BH,194,83.13627416794453,111.0737113402062,6911.640082527642,2,3.0,7,aaaa::212:7406:6:606,normal,1,0
125,rnd_1gh-7_2019-02-16_10:16_,BH,196,49.109346854303666,118.15051020408166,2411.7279484563055,2,2.0,8,aaaa::212:7402:2:202,normal,1,0
126,grid_1gh-7_2019-02-15_21:28_,BH,141,59.78613818561069,80.14255319148936,3574.382319148937,1,29.5,7,aaaa::212:7403:3:303,normal,1,0
127,grid_1gh-7_2019-02-15_21:28_,BH,189,59.04167803832685,128.22275132275132,3485.9197455814474,3,5.5,9,aaaa::212:7407:7:707,normal,1,0
128,grid_1gh-7_2019-02-15_21:28_,BH,181,117.06930730691566,268.41988950276243,13705.222713321056,4,9.5,8,aaaa::212:7408:8:808,normal,1,0
129,grid_1gh-7_2019-02-15_21:28_,BH,196,69.439546689383,109.07806122448982,4821.850644427001,2,2.0,3,aaaa::212:7406:6:606,normal,1,0
130,grid_1gh-7_2019-02-15_21:28_,BH,194,114.76650653790696,226.96391752577318,13171.351022915442,4,3.0,6,aaaa::212:740a:a:a0a,normal,1,0
131,grid_1gh-7_2019-02-15_21:28_,BH,189,84.06154174349109,156.16560846560847,7066.342800292696,3,5.5,8,aaaa::212:7405:5:505,normal,1,0
132,grid_1gh-7_2019-02-15_21:28_,BH,148,91.17325444336834,163.677027027027,8312.562325795183,3,26.0,8,aaaa::212:7409:9:909,normal,1,0
133,grid_1gh-7_2019-02-15_21:28_,BH,189,75.05129360840755,120.85978835978835,5632.696672295396,2,5.5,12,aaaa::212:7404:4:404,normal,1,0
134,grid_1gh-7_2019-02-15_21:28_,BH,189,57.77497980683973,98.610582010582,3337.9482916807383,2,5.5,14,aaaa::212:7402:2:202,normal,1,0
135,grid_1gh-9_2019-02-15_19:19_,BH,147,75.3688839098795,129.7544217687075,5680.4686618208925,2,26.5,9,aaaa::212:7406:6:606,normal,1,0
136,grid_1gh-9_2019-02-15_19:19_,BH,99,88.55980233707304,215.57575757575756,7842.8385899814475,4,50.5,5,aaaa::212:740a:a:a0a,BH,0,0
137,grid_1gh-9_2019-02-15_19:19_,BH,181,46.900948353044825,173.75138121546962,2199.698956414978,4,9.5,11,aaaa::212:7408:8:808,normal,1,0
138,grid_1gh-9_2019-02-15_19:19_,BH,170,92.49706366869339,201.71764705882353,8555.706787330317,3,15.0,11,aaaa::212:7409:9:909,normal,1,0
139,grid_1gh-9_2019-02-15_19:19_,BH,173,34.56587848788454,60.14913294797689,1194.799955639199,1,13.5,13,aaaa::212:7403:3:303,normal,1,0
140,grid_1gh-9_2019-02-15_19:19_,BH,185,73.04488177299963,102.6054054054054,5335.554753231493,2,7.5,6,aaaa::212:7404:4:404,normal,1,0
141,grid_1gh-9_2019-02-15_19:19_,BH,108,87.06229665369182,180.18796296296293,7579.843498615438,3,46.0,5,aaaa::212:7405:5:505,normal,1,0
142,grid_1gh-9_2019-02-15_19:19_,BH,157,72.22444792903754,139.46878980891722,5216.370878654255,3,21.5,11,aaaa::212:7407:7:707,normal,1,0
143,grid_1gh-9_2019-02-15_19:19_,BH,119,71.09388564016322,118.01008403361347,5054.340575416606,2,40.5,6,aaaa::212:7402:2:202,normal,1,0
144,grid_1gh-5_2019-02-15_22:09_,BH,194,118.51634964202852,159.96958762886598,14046.125132471554,3,3.0,8,aaaa::212:7409:9:909,normal,1,0
145,grid_1gh-5_2019-02-15_22:09_,BH,197,87.78106203424248,100.7472081218274,7705.514851859526,2,1.5,8,aaaa::212:7404:4:404,normal,1,0
146,grid_1gh-5_2019-02-15_22:09_,BH,142,113.93884120225218,235.35211267605635,12982.059534512038,3,28.999999999999996,8,aaaa::212:7405:5:505,normal,1,0
147,grid_1gh-5_2019-02-15_22:09_,BH,156,96.64400485129573,150.1019230769231,9340.063673697274,3,22.0,9,aaaa::212:7407:7:707,normal,1,0
148,grid_1gh-5_2019-02-15_22:09_,BH,129,102.17349265706926,272.5348837209302,10439.422601744187,4,35.5,4,aaaa::212:7408:8:808,normal,1,0
149,grid_1gh-5_2019-02-15_22:09_,BH,186,166.46719443661505,247.05376344086022,27711.326823597796,4,7.000000000000001,10,aaaa::212:740a:a:a0a,normal,1,0
150,grid_1gh-5_2019-02-15_22:09_,BH,151,170.19607342754568,191.84370860927152,28966.703410154525,2,24.5,6,aaaa::212:7406:6:606,normal,1,0
151,grid_1gh-5_2019-02-15_22:09_,BH,189,38.11691068864049,57.39841269841271,1452.8988804457954,1,5.5,9,aaaa::212:7403:3:303,normal,1,0
152,grid_1gh-5_2019-02-15_22:09_,BH,182,110.85848559695692,133.74670329670332,12289.603828850706,2,9.0,6,aaaa::212:7402:2:202,normal,1,0
153,grid_1gh-6_2019-02-15_18:25_,BH,197,41.81529692313467,75.75939086294416,1748.5190567699158,2,1.5,7,aaaa::212:7404:4:404,normal,1,0
154,grid_1gh-6_2019-02-15_18:25_,BH,197,44.547068599773226,101.03350253807106,1984.4413208329015,2,1.5,10,aaaa::212:7402:2:202,normal,1,0
155,grid_1gh-6_2019-02-15_18:25_,BH,191,46.02202918189602,186.28795811518324,2118.0271700192893,4,4.5,10,aaaa::212:7408:8:808,normal,1,0
156,grid_1gh-6_2019-02-15_18:25_,BH,185,69.0829620125182,176.1081081081081,4772.455640423032,4,7.5,11,aaaa::212:740a:a:a0a,normal,1,0
157,grid_1gh-6_2019-02-15_18:25_,BH,100,76.78944142355388,164.013,5896.618314141413,3,50.0,6,aaaa::212:7409:9:909,BH,0,0
158,grid_1gh-6_2019-02-15_18:25_,BH,194,60.6021380039963,118.23350515463919,3672.6191306554133,3,3.0,12,aaaa::212:7407:7:707,normal,1,0
159,grid_1gh-6_2019-02-15_18:25_,BH,183,61.309474964402824,147.76557377049178,3758.851720410737,3,8.5,10,aaaa::212:7405:5:505,normal,1,0
160,grid_1gh-6_2019-02-15_18:25_,BH,188,32.654311083119154,53.763829787234044,1066.3040323131186,1,6.0,7,aaaa::212:7403:3:303,normal,1,0
161,grid_1gh-6_2019-02-15_18:25_,BH,197,42.16893099574544,92.97005076142132,1778.2187413239408,2,1.5,5,aaaa::212:7406:6:606,normal,1,0
162,grid9_1bh-9_2019-02-13_19:35_,BH,193,88.58747707525927,190.21243523316062,7847.741094559587,3,3.5000000000000004,8,aaaa::212:7407:7:707,normal,1,0
163,grid9_1bh-9_2019-02-13_19:35_,BH,180,71.0998047680224,137.5072222222222,5055.1822380509,2,10.0,7,aaaa::212:7406:6:606,normal,1,0
164,grid9_1bh-9_2019-02-13_19:35_,BH,199,47.694518996180705,65.2321608040201,2274.767142277042,1,0.5,7,aaaa::212:7403:3:303,normal,1,0
165,grid9_1bh-9_2019-02-13_19:35_,BH,157,91.13706675728776,148.28407643312102,8305.964937122326,2,21.5,11,aaaa::212:7404:4:404,normal,1,0
166,grid9_1bh-9_2019-02-13_19:35_,BH,197,82.23366496250071,108.11624365482234,6762.375653164818,2,1.5,6,aaaa::212:7402:2:202,normal,1,0
167,grid9_1bh-9_2019-02-13_19:35_,BH,162,138.92298560075062,221.9814814814815,19299.595928226365,3,19.0,8,aaaa::212:7409:9:909,normal,1,0
168,grid9_1bh-9_2019-02-13_19:35_,BH,181,116.87044371385583,175.3314917127072,13658.700613873545,3,9.5,7,aaaa::212:7405:5:505,normal,1,0
169,grid9_1bh-9_2019-02-13_19:35_,BH,5,300.7618659338314,536.8,90457.7,4,97.5,0,aaaa::212:740a:a:a0a,BH,0,0
170,grid9_1bh-9_2019-02-13_19:35_,BH,179,76.42744913219947,208.72625698324023,5841.154980854937,4,10.5,5,aaaa::212:7408:8:808,normal,1,0
