,experiment,node_id,label,label_2,loss,count,std,mean,var,hop,min,max,outliers,window
0,grid_normal_2019-02-26_11:48_,aaaa::212:740e:e:e0e,Normal,Normal,28.000000000000004,18,494.98651199686594,851.0,245011.64705882352,5,407.0,3571.0,2,25
1,grid_normal_2019-02-26_11:48_,aaaa::212:740e:e:e0e,Normal,Normal,48.0,13,928.2312515802603,1229.3846153846155,861613.2564102564,5,407.0,3571.0,1,25
2,grid_normal_2019-02-26_11:48_,aaaa::212:740e:e:e0e,Normal,Normal,84.0,4,80.48343514868965,976.75,6477.583333333333,5,407.0,3571.0,0,25
3,grid_normal_2019-02-26_11:48_,aaaa::212:740e:e:e0e,Normal,Normal,24.0,19,528.3622384035032,895.1052631578947,279166.6549707603,5,407.0,3571.0,2,25
4,grid_normal_2019-02-26_11:48_,aaaa::212:7408:8:808,Normal,Normal,60.0,10,383.1985270210614,558.0,146841.11111111112,2,168.0,2833.0,1,25
5,grid_normal_2019-02-26_11:48_,aaaa::212:7408:8:808,Normal,Normal,64.0,9,438.9356761278101,853.4444444444445,192664.52777777778,2,168.0,2833.0,0,25
6,grid_normal_2019-02-26_11:48_,aaaa::212:7408:8:808,Normal,Normal,40.0,15,396.67946758056434,640.2,157354.6,2,168.0,2833.0,1,25
7,grid_normal_2019-02-26_11:48_,aaaa::212:7408:8:808,Normal,Normal,40.0,15,421.0266024849261,673.6,177263.4,2,168.0,2833.0,1,25
8,grid_normal_2019-02-26_11:48_,aaaa::212:740d:d:d0d,Normal,Normal,32.0,17,462.85560256253723,758.0588235294117,214235.30882352943,4,363.0,5397.0,1,25
9,grid_normal_2019-02-26_11:48_,aaaa::212:740d:d:d0d,Normal,Normal,60.0,10,638.435840333406,1225.9,407600.3222222223,4,363.0,5397.0,0,25
10,grid_normal_2019-02-26_11:48_,aaaa::212:740d:d:d0d,Normal,Normal,44.0,14,855.7771996171757,1100.0,732354.6153846154,4,363.0,5397.0,0,25
11,grid_normal_2019-02-26_11:48_,aaaa::212:740d:d:d0d,Normal,Normal,68.0,8,281.93552961119116,901.25,79487.64285714286,4,363.0,5397.0,0,25
12,grid_normal_2019-02-26_11:48_,aaaa::212:7403:3:303,Normal,Normal,64.0,9,167.429799551268,252.2444444444444,28032.737777777777,1,61.0,1877.0,1,25
13,grid_normal_2019-02-26_11:48_,aaaa::212:7403:3:303,Normal,Normal,44.0,14,268.916453895674,304.6928571428571,72316.05917582418,1,61.0,1877.0,1,25
14,grid_normal_2019-02-26_11:48_,aaaa::212:7403:3:303,Normal,Normal,36.0,16,304.532796263391,320.29999999999995,92740.22400000002,1,61.0,1877.0,1,25
15,grid_normal_2019-02-26_11:48_,aaaa::212:7403:3:303,Normal,Normal,68.0,8,160.7442239575478,280.9375,25838.705535714285,1,61.0,1877.0,0,25
16,grid_normal_2019-02-26_11:48_,aaaa::212:740a:a:a0a,Normal,Normal,40.0,15,342.7448447043786,817.8,117474.02857142859,4,335.0,4001.0,1,25
17,grid_normal_2019-02-26_11:48_,aaaa::212:740a:a:a0a,Normal,Normal,88.0,3,1413.461118437056,2412.3333333333335,1997872.3333333333,4,335.0,4001.0,0,25
18,grid_normal_2019-02-26_11:48_,aaaa::212:740a:a:a0a,Normal,Normal,100.0,0,0.0,0.0,0.0,4,335.0,4001.0,0,25
19,grid_normal_2019-02-26_11:48_,aaaa::212:740a:a:a0a,Normal,Normal,44.0,14,493.2431861256074,886.9285714285714,243288.84065934058,4,335.0,4001.0,1,25
20,grid_normal_2019-02-26_11:48_,aaaa::212:740f:f:f0f,Normal,Normal,32.0,17,641.8246565113266,951.4705882352941,411938.88970588235,4,363.0,5619.0,1,25
21,grid_normal_2019-02-26_11:48_,aaaa::212:740f:f:f0f,Normal,Normal,36.0,16,1127.9056402613355,1330.25,1272171.1333333333,4,363.0,5619.0,0,25
22,grid_normal_2019-02-26_11:48_,aaaa::212:740f:f:f0f,Normal,Normal,72.0,7,475.63761715947453,1277.857142857143,226231.14285714287,4,363.0,5619.0,0,25
23,grid_normal_2019-02-26_11:48_,aaaa::212:740f:f:f0f,Normal,Normal,32.0,17,830.3942986175125,1321.764705882353,689554.6911764706,4,363.0,5619.0,1,25
24,grid_normal_2019-02-26_11:48_,aaaa::212:7410:10:1010,Normal,Normal,44.0,14,346.99013508478,869.0,120402.15384615384,4,514.0,4358.0,1,25
25,grid_normal_2019-02-26_11:48_,aaaa::212:7410:10:1010,Normal,Normal,80.0,5,473.3714186555838,918.0,224080.5,4,514.0,4358.0,0,25
26,grid_normal_2019-02-26_11:48_,aaaa::212:7410:10:1010,Normal,Normal,92.0,2,59.39696961966999,913.0,3528.0,4,514.0,4358.0,0,25
27,grid_normal_2019-02-26_11:48_,aaaa::212:7410:10:1010,Normal,Normal,88.0,3,454.86737993983843,894.6666666666666,206904.33333333334,4,514.0,4358.0,0,25
28,grid_normal_2019-02-26_11:48_,aaaa::212:740c:c:c0c,Normal,Normal,72.0,7,595.6622165208032,1283.142857142857,354813.4761904762,3,251.0,4432.0,0,25
29,grid_normal_2019-02-26_11:48_,aaaa::212:740c:c:c0c,Normal,Normal,64.0,9,619.5938409779246,1120.4444444444443,383896.5277777778,3,251.0,4432.0,1,25
30,grid_normal_2019-02-26_11:48_,aaaa::212:740c:c:c0c,Normal,Normal,32.0,17,659.7302701951493,1110.1764705882354,435244.0294117647,3,251.0,4432.0,1,25
31,grid_normal_2019-02-26_11:48_,aaaa::212:740c:c:c0c,Normal,Normal,44.0,14,347.1848559137109,573.6428571428571,120537.3241758242,3,251.0,4432.0,1,25
32,grid_normal_2019-02-26_11:48_,aaaa::212:7404:4:404,Normal,Normal,64.0,9,235.51274086790107,371.5111111111111,55466.251111111116,1,65.6,1551.0,0,25
33,grid_normal_2019-02-26_11:48_,aaaa::212:7404:4:404,Normal,Normal,40.0,15,278.37268612590634,330.06666666666666,77491.35238095238,1,65.6,1551.0,1,25
