,experiment,node_id,label,label_2,loss,count,std,mean,var,hop,min,max,outliers,window
34,grid_normal_2019-02-26_11:48_,aaaa::212:7404:4:404,Normal,Normal,68.0,8,334.5781992727133,391.5,111942.57142857143,1,65.6,1551.0,1,25
35,grid_normal_2019-02-26_11:48_,aaaa::212:7404:4:404,Normal,Normal,48.0,13,130.5628319121605,161.08461538461538,17046.653076923078,1,65.6,1551.0,1,25
36,grid_normal_2019-02-26_11:48_,aaaa::212:7406:6:606,Normal,Normal,32.0,17,426.7590758537297,842.0588235294117,182123.30882352943,3,236.0,2790.0,0,25
37,grid_normal_2019-02-26_11:48_,aaaa::212:7406:6:606,Normal,Normal,52.0,12,545.3138101269319,940.6666666666666,297367.15151515155,3,236.0,2790.0,1,25
38,grid_normal_2019-02-26_11:48_,aaaa::212:7406:6:606,Normal,Normal,36.0,16,734.9778114564639,930.875,540192.3833333333,3,236.0,2790.0,1,25
39,grid_normal_2019-02-26_11:48_,aaaa::212:7406:6:606,Normal,Normal,64.0,9,491.7274256243098,1096.888888888889,241795.8611111111,3,236.0,2790.0,0,25
40,grid_normal_2019-02-26_11:48_,aaaa::212:7407:7:707,Normal,Normal,24.0,19,379.42138928014435,564.421052631579,143960.59064327483,2,156.0,3699.0,2,25
41,grid_normal_2019-02-26_11:48_,aaaa::212:7407:7:707,Normal,Normal,48.0,13,447.69082738322544,997.9230769230769,200427.07692307697,2,156.0,3699.0,1,25
42,grid_normal_2019-02-26_11:48_,aaaa::212:7407:7:707,Normal,Normal,96.0,1,0.0,182.0,0.0,2,156.0,3699.0,0,25
43,grid_normal_2019-02-26_11:48_,aaaa::212:7407:7:707,Normal,Normal,44.0,14,465.92512840018105,533.9285714285714,217086.2252747252,2,156.0,3699.0,1,25
44,grid_normal_2019-02-26_11:48_,aaaa::212:7409:9:909,Normal,Normal,72.0,7,203.09638809477352,655.1428571428571,41248.14285714286,3,268.0,6521.0,0,25
45,grid_normal_2019-02-26_11:48_,aaaa::212:7409:9:909,Normal,Normal,88.0,3,3001.4572016494476,3085.6666666666665,9008745.333333332,3,268.0,6521.0,0,25
46,grid_normal_2019-02-26_11:48_,aaaa::212:7409:9:909,Normal,Normal,100.0,0,0.0,0.0,0.0,3,268.0,6521.0,0,25
47,grid_normal_2019-02-26_11:48_,aaaa::212:7409:9:909,Normal,Normal,36.0,16,607.9350534116836,870.6875,369585.0291666667,3,268.0,6521.0,1,25
48,grid_normal_2019-02-26_11:48_,aaaa::212:7402:2:202,Normal,Normal,32.0,17,281.0811715501414,386.0,79006.625,2,122.0,1545.0,2,25
49,grid_normal_2019-02-26_11:48_,aaaa::212:7402:2:202,Normal,Normal,40.0,15,288.6732705722114,455.4,83332.25714285715,2,122.0,1545.0,1,25
50,grid_normal_2019-02-26_11:48_,aaaa::212:7402:2:202,Normal,Normal,24.0,19,414.69886911683716,585.4736842105264,171975.15204678362,2,122.0,1545.0,1,25
51,grid_normal_2019-02-26_11:48_,aaaa::212:7402:2:202,Normal,Normal,24.0,19,238.60471606050834,412.89473684210526,56932.2105263158,2,122.0,1545.0,1,25
52,grid_normal_2019-02-26_11:48_,aaaa::212:740b:b:b0b,Normal,Normal,24.0,19,316.740379232357,624.6315789473684,100324.46783625732,3,235.0,3850.0,1,25
53,grid_normal_2019-02-26_11:48_,aaaa::212:740b:b:b0b,Normal,Normal,60.0,10,871.4203986085654,1202.2,759373.511111111,3,235.0,3850.0,1,25
54,grid_normal_2019-02-26_11:48_,aaaa::212:740b:b:b0b,Normal,Normal,52.0,12,652.9499667592527,930.75,426343.6590909091,3,235.0,3850.0,0,25
55,grid_normal_2019-02-26_11:48_,aaaa::212:740b:b:b0b,Normal,Normal,16.0,21,324.52582992069256,557.7142857142857,105317.01428571428,3,235.0,3850.0,1,25
56,grid_normal_2019-02-26_11:48_,aaaa::212:7405:5:505,Normal,Normal,20.0,20,464.79064613742185,658.15,216030.34473684212,2,176.0,3104.0,1,25
57,grid_normal_2019-02-26_11:48_,aaaa::212:7405:5:505,Normal,Normal,32.0,17,772.6222014519583,856.7647058823529,596945.0661764705,2,176.0,3104.0,1,25
58,grid_normal_2019-02-26_11:48_,aaaa::212:7405:5:505,Normal,Normal,32.0,17,410.31306197040493,468.94117647058823,168356.80882352937,2,176.0,3104.0,1,25
59,grid_normal_2019-02-26_11:48_,aaaa::212:7405:5:505,Normal,Normal,28.000000000000004,18,377.7925261442549,587.6111111111111,142727.19281045752,2,176.0,3104.0,1,25
60,grid_normal_2019-02-26_11:48_,aaaa::212:7411:11:1111,Normal,Normal,68.0,8,480.06361185635745,1146.75,230461.07142857142,5,417.0,3699.0,0,25
61,grid_normal_2019-02-26_11:48_,aaaa::212:7411:11:1111,Normal,Normal,80.0,5,453.6846922698627,1444.4,205829.8,5,417.0,3699.0,0,25
62,grid_normal_2019-02-26_11:48_,aaaa::212:7411:11:1111,Normal,Normal,80.0,5,1152.441842350407,1544.8,1328122.2,5,417.0,3699.0,0,25
63,grid_normal_2019-02-26_11:48_,aaaa::212:7411:11:1111,Normal,Normal,80.0,5,187.1023783921519,800.6,35007.299999999996,5,417.0,3699.0,0,25
64,grid_normal_2019-02-26_11:10_,aaaa::212:7402:2:202,Normal,Normal,12.0,22,311.06471257803486,354.72727272727275,96761.25541125542,2,117.0,2587.0,1,25
65,grid_normal_2019-02-26_11:10_,aaaa::212:7402:2:202,Normal,Normal,24.0,19,361.6904511542161,454.2631578947368,130819.98245614035,2,117.0,2587.0,1,25
66,grid_normal_2019-02-26_11:10_,aaaa::212:7402:2:202,Normal,Normal,8.0,23,177.27981945881987,254.95652173913044,31428.134387351773,2,117.0,2587.0,2,25
67,grid_normal_2019-02-26_11:10_,aaaa::212:7402:2:202,Normal,Normal,0.0,25,76.00657866263946,214.4,5777.0,2,117.0,2587.0,1,25
68,grid_normal_2019-02-26_11:10_,aaaa::212:7410:10:1010,Normal,Normal,28.000000000000004,18,143.47106925236983,647.2222222222222,20583.947712418303,4,396.0,2587.0,1,25
69,grid_normal_2019-02-26_11:10_,aaaa::212:7410:10:1010,Normal,Normal,52.0,12,234.08849660422072,854.1666666666666,54797.42424242426,4,396.0,2587.0,0,25
70,grid_normal_2019-02-26_11:10_,aaaa::212:7410:10:1010,Normal,Normal,40.0,15,430.74241557040625,918.2,185539.02857142856,4,396.0,2587.0,1,25
71,grid_normal_2019-02-26_11:10_,aaaa::212:7410:10:1010,Normal,Normal,60.0,10,298.02080464289736,965.8,88816.4,4,396.0,2587.0,1,25
72,grid_normal_2019-02-26_11:10_,aaaa::212:7404:4:404,Normal,Normal,84.0,4,171.75761021470538,208.95,29500.676666666666,1,68.7,1433.0,0,25
73,grid_normal_2019-02-26_11:10_,aaaa::212:7404:4:404,Normal,Normal,52.0,12,55.98717588552189,129.025,3134.563863636364,1,68.7,1433.0,1,25
74,grid_normal_2019-02-26_11:10_,aaaa::212:7404:4:404,Normal,Normal,52.0,12,152.68895372917152,234.225,23313.916590909084,1,68.7,1433.0,1,25
75,grid_normal_2019-02-26_11:10_,aaaa::212:7404:4:404,Normal,Normal,16.0,21,72.46652757685868,120.98095238095237,5251.397619047619,1,68.7,1433.0,2,25
76,grid_normal_2019-02-26_11:10_,aaaa::212:7406:6:606,Normal,Normal,40.0,15,249.08852891712064,521.3333333333334,62045.095238095244,3,224.0,1800.0,1,25
77,grid_normal_2019-02-26_11:10_,aaaa::212:7406:6:606,Normal,Normal,8.0,23,403.1624541383752,617.3478260869565,162539.96442687747,3,224.0,1800.0,2,25
78,grid_normal_2019-02-26_11:10_,aaaa::212:7406:6:606,Normal,Normal,4.0,24,310.5815956173705,575.6666666666666,96460.92753623187,3,224.0,1800.0,1,25
79,grid_normal_2019-02-26_11:10_,aaaa::212:7406:6:606,Normal,Normal,0.0,25,278.11470655109196,641.04,77347.79,3,224.0,1800.0,2,25
80,grid_normal_2019-02-26_11:10_,aaaa::212:7403:3:303,Normal,Normal,44.0,14,78.14372078997198,175.45714285714286,6106.4410989010985,1,56.4,750.0,1,25
81,grid_normal_2019-02-26_11:10_,aaaa::212:7403:3:303,Normal,Normal,8.0,23,120.3947776696256,235.63913043478263,14494.902490118578,1,56.4,750.0,0,25
82,grid_normal_2019-02-26_11:10_,aaaa::212:7403:3:303,Normal,Normal,0.0,25,166.4936642438184,183.72400000000002,27720.140233333328,1,56.4,750.0,2,25
83,grid_normal_2019-02-26_11:10_,aaaa::212:7403:3:303,Normal,Normal,0.0,25,43.9126568694418,141.132,1928.3214333333337,1,56.4,750.0,2,25
84,grid_normal_2019-02-26_11:10_,aaaa::212:7409:9:909,Normal,Normal,88.0,3,251.33709104175875,644.3333333333334,63170.33333333333,3,269.0,1972.0,0,25
85,grid_normal_2019-02-26_11:10_,aaaa::212:7409:9:909,Normal,Normal,16.0,21,463.0535143402511,737.5714285714286,214418.55714285714,3,269.0,1972.0,1,25
86,grid_normal_2019-02-26_11:10_,aaaa::212:7409:9:909,Normal,Normal,12.0,22,373.07492893171286,786.9545454545455,139184.9025974026,3,269.0,1972.0,1,25
87,grid_normal_2019-02-26_11:10_,aaaa::212:7409:9:909,Normal,Normal,52.0,12,215.55824285006145,919.0833333333334,46465.356060606064,3,269.0,1972.0,0,25
88,grid_normal_2019-02-26_11:10_,aaaa::212:740e:e:e0e,Normal,Normal,4.0,24,84.69228187205522,507.5,7172.782608695652,5,368.0,1790.0,1,25
89,grid_normal_2019-02-26_11:10_,aaaa::212:740e:e:e0e,Normal,Normal,4.0,24,200.5107969914461,658.6666666666666,40204.57971014492,5,368.0,1790.0,1,25
90,grid_normal_2019-02-26_11:10_,aaaa::212:740e:e:e0e,Normal,Normal,44.0,14,158.76189926849787,712.4285714285714,25205.340659340665,5,368.0,1790.0,1,25
91,grid_normal_2019-02-26_11:10_,aaaa::212:740e:e:e0e,Normal,Normal,0.0,25,245.13216163259088,657.12,60089.776666666665,5,368.0,1790.0,1,25
92,grid_normal_2019-02-26_11:10_,aaaa::212:740a:a:a0a,Normal,Normal,36.0,16,461.503191574374,735.5625,212985.19583333333,4,262.0,1789.0,1,25
93,grid_normal_2019-02-26_11:10_,aaaa::212:740a:a:a0a,Normal,Normal,4.0,24,130.5435681617666,417.8333333333333,17041.6231884058,4,262.0,1789.0,2,25
94,grid_normal_2019-02-26_11:10_,aaaa::212:740a:a:a0a,Normal,Normal,0.0,25,81.68327042097829,406.36,6672.156666666666,4,262.0,1789.0,1,25
95,grid_normal_2019-02-26_11:10_,aaaa::212:740a:a:a0a,Normal,Normal,12.0,22,273.7948049874125,561.5,74963.59523809524,4,262.0,1789.0,2,25
96,grid_normal_2019-02-26_11:10_,aaaa::212:740f:f:f0f,Normal,Normal,4.0,24,111.5868414662132,434.3333333333333,12451.623188405798,4,307.0,1648.0,2,25
97,grid_normal_2019-02-26_11:10_,aaaa::212:740f:f:f0f,Normal,Normal,28.000000000000004,18,248.88675667270613,587.8333333333334,61944.617647058825,4,307.0,1648.0,1,25
98,grid_normal_2019-02-26_11:10_,aaaa::212:740f:f:f0f,Normal,Normal,28.000000000000004,18,221.1044469715348,705.3333333333334,48887.17647058824,4,307.0,1648.0,0,25
99,grid_normal_2019-02-26_11:10_,aaaa::212:740f:f:f0f,Normal,Normal,4.0,24,291.33527861420663,784.375,84876.24456521739,4,307.0,1648.0,2,25
100,grid_normal_2019-02-26_11:10_,aaaa::212:7405:5:505,Normal,Normal,64.0,9,168.10719133272607,396.44444444444446,28260.027777777774,2,163.0,2198.0,0,25
101,grid_normal_2019-02-26_11:10_,aaaa::212:7405:5:505,Normal,Normal,28.000000000000004,18,293.2276380432416,572.7222222222222,85982.4477124183,2,163.0,2198.0,2,25
102,grid_normal_2019-02-26_11:10_,aaaa::212:7405:5:505,Normal,Normal,28.000000000000004,18,265.9394004390518,442.0,70723.76470588235,2,163.0,2198.0,0,25
103,grid_normal_2019-02-26_11:10_,aaaa::212:7405:5:505,Normal,Normal,8.0,23,259.679104192367,316.6521739130435,67433.2371541502,2,163.0,2198.0,1,25
104,grid_normal_2019-02-26_11:10_,aaaa::212:7411:11:1111,Normal,Normal,76.0,6,352.9241656031316,1021.3333333333334,124555.46666666665,5,370.0,2854.0,0,25
105,grid_normal_2019-02-26_11:10_,aaaa::212:7411:11:1111,Normal,Normal,52.0,12,412.7520350334356,1074.3333333333333,170364.24242424246,5,370.0,2854.0,1,25
106,grid_normal_2019-02-26_11:10_,aaaa::212:7411:11:1111,Normal,Normal,40.0,15,256.60085736411713,1170.0,65844.0,5,370.0,2854.0,1,25
107,grid_normal_2019-02-26_11:10_,aaaa::212:7411:11:1111,Normal,Normal,44.0,14,351.4934542088207,901.4285714285714,123547.64835164834,5,370.0,2854.0,1,25
108,grid_normal_2019-02-26_11:10_,aaaa::212:740c:c:c0c,Normal,Normal,12.0,22,143.90925020432942,485.59090909090907,20709.87229437229,3,246.0,2233.0,0,25
109,grid_normal_2019-02-26_11:10_,aaaa::212:740c:c:c0c,Normal,Normal,48.0,13,194.68729035466342,615.1538461538462,37903.14102564102,3,246.0,2233.0,1,25
110,grid_normal_2019-02-26_11:10_,aaaa::212:740c:c:c0c,Normal,Normal,44.0,14,480.73648284072004,936.2142857142857,231107.56593406593,3,246.0,2233.0,0,25
111,grid_normal_2019-02-26_11:10_,aaaa::212:740c:c:c0c,Normal,Normal,12.0,22,407.05640610229653,768.8181818181819,165694.91774891777,3,246.0,2233.0,1,25
112,grid_normal_2019-02-26_11:10_,aaaa::212:7408:8:808,Normal,Normal,44.0,14,197.95909223322428,483.42857142857144,39187.8021978022,2,169.0,1984.0,1,25
113,grid_normal_2019-02-26_11:10_,aaaa::212:7408:8:808,Normal,Normal,12.0,22,77.25015585800834,288.59090909090907,5967.5865800865795,2,169.0,1984.0,0,25
114,grid_normal_2019-02-26_11:10_,aaaa::212:7408:8:808,Normal,Normal,8.0,23,360.8441409682943,457.69565217391306,130208.49407114626,2,169.0,1984.0,1,25
115,grid_normal_2019-02-26_11:10_,aaaa::212:7408:8:808,Normal,Normal,12.0,22,404.7547731737409,426.95454545454544,163826.42640692642,2,169.0,1984.0,1,25
116,grid_normal_2019-02-26_11:10_,aaaa::212:740b:b:b0b,Normal,Normal,24.0,19,270.7994985613021,580.421052631579,73332.36842105264,3,216.0,1468.0,1,25
117,grid_normal_2019-02-26_11:10_,aaaa::212:740b:b:b0b,Normal,Normal,40.0,15,204.62532543535224,630.3333333333334,41871.52380952381,3,216.0,1468.0,0,25
118,grid_normal_2019-02-26_11:10_,aaaa::212:740b:b:b0b,Normal,Normal,56.00000000000001,11,337.303828509658,744.4545454545455,113773.87272727276,3,216.0,1468.0,0,25
119,grid_normal_2019-02-26_11:10_,aaaa::212:740b:b:b0b,Normal,Normal,52.0,12,295.3350819087712,638.0833333333334,87222.81060606061,3,216.0,1468.0,1,25
120,grid_normal_2019-02-26_11:10_,aaaa::212:7407:7:707,Normal,Normal,52.0,12,219.29658552800686,370.0833333333333,48090.99242424243,2,151.0,1009.0,0,25
121,grid_normal_2019-02-26_11:10_,aaaa::212:7407:7:707,Normal,Normal,12.0,22,177.44380245673005,275.27272727272725,31486.303030303035,2,151.0,1009.0,1,25
122,grid_normal_2019-02-26_11:10_,aaaa::212:7407:7:707,Normal,Normal,4.0,24,162.97105082129494,333.4583333333333,26559.563405797096,2,151.0,1009.0,2,25
123,grid_normal_2019-02-26_11:10_,aaaa::212:7407:7:707,Normal,Normal,12.0,22,152.2089373396339,246.6818181818182,23167.5606060606,2,151.0,1009.0,1,25
124,grid_normal_2019-02-26_11:10_,aaaa::212:740d:d:d0d,Normal,Normal,48.0,13,216.64117207007868,667.3076923076923,46933.39743589744,4,314.0,1752.0,1,25
125,grid_normal_2019-02-26_11:10_,aaaa::212:740d:d:d0d,Normal,Normal,28.000000000000004,18,310.07808419921196,536.2222222222222,96148.41830065359,4,314.0,1752.0,1,25
126,grid_normal_2019-02-26_11:10_,aaaa::212:740d:d:d0d,Normal,Normal,24.0,19,294.1360726598594,688.1578947368421,86516.02923976608,4,314.0,1752.0,1,25
127,grid_normal_2019-02-26_11:10_,aaaa::212:740d:d:d0d,Normal,Normal,16.0,21,334.8391582607415,814.8095238095239,112117.2619047619,4,314.0,1752.0,1,25
128,grid_normal_2019-02-19_21:23_,aaaa::212:7403:3:303,Normal,Normal,76.0,6,115.33595131903436,129.68333333333334,13302.381666666664,1,41.1,947.0,0,25
129,grid_normal_2019-02-19_21:23_,aaaa::212:7403:3:303,Normal,Normal,40.0,15,259.3949461636408,236.46666666666667,67285.73809523809,1,41.1,947.0,1,25
130,grid_normal_2019-02-19_21:23_,aaaa::212:7403:3:303,Normal,Normal,32.0,17,91.97051117869569,134.83529411764704,8458.574926470588,1,41.1,947.0,2,25
131,grid_normal_2019-02-19_21:23_,aaaa::212:7403:3:303,Normal,Normal,32.0,17,140.48906750432678,142.2058823529412,19737.17808823529,1,41.1,947.0,2,25
132,grid_normal_2019-02-19_21:23_,aaaa::212:740f:f:f0f,Normal,Normal,92.0,2,400.2224381515859,868.0,160178.0,4,231.0,4645.0,0,25
133,grid_normal_2019-02-19_21:23_,aaaa::212:740f:f:f0f,Normal,Normal,64.0,9,1286.0750150922163,1427.2222222222222,1653988.9444444445,4,231.0,4645.0,1,25
134,grid_normal_2019-02-19_21:23_,aaaa::212:740f:f:f0f,Normal,Normal,44.0,14,633.9400429236018,806.1428571428571,401879.97802197805,4,231.0,4645.0,1,25
135,grid_normal_2019-02-19_21:23_,aaaa::212:740f:f:f0f,Normal,Normal,36.0,16,753.9987814976892,803.1875,568514.1625,4,231.0,4645.0,1,25
136,grid_normal_2019-02-19_21:23_,aaaa::212:740e:e:e0e,Normal,Normal,68.0,8,289.16814189276505,925.25,83618.21428571429,5,239.0,2278.0,0,25
137,grid_normal_2019-02-19_21:23_,aaaa::212:740e:e:e0e,Normal,Normal,48.0,13,270.1959640230752,657.7692307692307,73005.85897435895,5,239.0,2278.0,0,25
138,grid_normal_2019-02-19_21:23_,aaaa::212:740e:e:e0e,Normal,Normal,24.0,19,560.8331678006065,798.7894736842105,314533.8421052632,5,239.0,2278.0,2,25
139,grid_normal_2019-02-19_21:23_,aaaa::212:740e:e:e0e,Normal,Normal,64.0,9,381.5584635558634,800.8888888888889,145586.86111111112,5,239.0,2278.0,1,25
140,grid_normal_2019-02-19_21:23_,aaaa::212:7410:10:1010,Normal,Normal,88.0,3,105.09678079433895,410.6666666666667,11045.333333333334,4,239.0,2067.0,0,25
141,grid_normal_2019-02-19_21:23_,aaaa::212:7410:10:1010,Normal,Normal,52.0,12,555.7885198417459,834.1666666666666,308900.87878787884,4,239.0,2067.0,1,25
142,grid_normal_2019-02-19_21:23_,aaaa::212:7410:10:1010,Normal,Normal,20.0,20,428.8803783660059,711.2,183938.37894736842,4,239.0,2067.0,1,25
143,grid_normal_2019-02-19_21:23_,aaaa::212:7410:10:1010,Normal,Normal,60.0,10,529.3648605220747,863.6,280227.1555555556,4,239.0,2067.0,1,25
144,grid_normal_2019-02-19_21:23_,aaaa::212:7406:6:606,Normal,Normal,28.000000000000004,18,194.01633918121703,443.1111111111111,37642.33986928105,3,135.0,3255.0,1,25
145,grid_normal_2019-02-19_21:23_,aaaa::212:7406:6:606,Normal,Normal,52.0,12,144.82047402549716,388.6666666666667,20972.969696969696,3,135.0,3255.0,0,25
146,grid_normal_2019-02-19_21:23_,aaaa::212:7406:6:606,Normal,Normal,84.0,4,191.71571836098016,808.25,36754.916666666664,3,135.0,3255.0,0,25
147,grid_normal_2019-02-19_21:23_,aaaa::212:7406:6:606,Normal,Normal,48.0,13,471.37659831168685,667.3076923076923,222195.89743589738,3,135.0,3255.0,1,25
148,grid_normal_2019-02-19_21:23_,aaaa::212:740d:d:d0d,Normal,Normal,28.000000000000004,18,443.6406866187201,644.6666666666666,196817.05882352943,4,197.0,2518.0,1,25
149,grid_normal_2019-02-19_21:23_,aaaa::212:740d:d:d0d,Normal,Normal,64.0,9,760.9490419498828,1240.7777777777778,579043.4444444445,4,197.0,2518.0,0,25
150,grid_normal_2019-02-19_21:23_,aaaa::212:740d:d:d0d,Normal,Normal,80.0,5,97.102008218162,524.4,9428.8,4,197.0,2518.0,0,25
151,grid_normal_2019-02-19_21:23_,aaaa::212:740d:d:d0d,Normal,Normal,76.0,6,277.08314035081,696.6666666666666,76775.06666666668,4,197.0,2518.0,0,25
152,grid_normal_2019-02-19_21:23_,aaaa::212:740c:c:c0c,Normal,Normal,16.0,21,499.6983661598837,816.5714285714286,249698.4571428572,5,165.0,2100.0,1,25
153,grid_normal_2019-02-19_21:23_,aaaa::212:740c:c:c0c,Normal,Normal,28.000000000000004,18,283.9524090199541,485.8333333333333,80628.97058823529,5,165.0,2100.0,0,25
154,grid_normal_2019-02-19_21:23_,aaaa::212:740c:c:c0c,Normal,Normal,24.0,19,404.4076384190782,595.2631578947369,163545.5380116959,5,165.0,2100.0,1,25
155,grid_normal_2019-02-19_21:23_,aaaa::212:740c:c:c0c,Normal,Normal,64.0,9,453.9579030898986,624.4444444444445,206077.77777777775,5,165.0,2100.0,1,25
156,grid_normal_2019-02-19_21:23_,aaaa::212:7407:7:707,Normal,Normal,20.0,20,457.37952397037674,482.15,209196.0289473684,2,101.0,2101.0,1,25
157,grid_normal_2019-02-19_21:23_,aaaa::212:7407:7:707,Normal,Normal,64.0,9,411.8274652219192,650.8888888888889,169601.8611111111,2,101.0,2101.0,0,25
158,grid_normal_2019-02-19_21:23_,aaaa::212:7407:7:707,Normal,Normal,8.0,23,305.1835254231842,412.5652173913044,93136.98418972333,2,101.0,2101.0,2,25
159,grid_normal_2019-02-19_21:23_,aaaa::212:7407:7:707,Normal,Normal,28.000000000000004,18,501.909090666943,499.1666666666667,251912.7352941176,2,101.0,2101.0,1,25
