	label	type	predicted	packet loss	outliers	std	hop	node	mean
140	grid9_1bh-5_2019-02-13_21:44_	BH	normal	30.0	2	339.8979505774089	3	aaaa::212:7409:9:909	541.0285714285715
141	grid9_1bh-5_2019-02-13_21:44_	BH	normal	0.0	1	115.2086022865321	3	aaaa::212:7409:9:909	250.28
142	grid9_1bh-5_2019-02-13_21:44_	BH	normal	2.0	2	15.576779334052617	3	aaaa::212:7409:9:909	146.22448979591837
143	grid9_1bh-5_2019-02-13_21:44_	BH	normal	0.0	1	25.458577801469378	3	aaaa::212:7409:9:909	149.94
144	grid9_1bh-6_2019-02-13_12:59_	BH	normal	34.0	1	44.955860507161844	1	aaaa::212:7403:3:303	89.82424242424241
145	grid9_1bh-6_2019-02-13_12:59_	BH	normal	24.0	1	62.12239771046588	1	aaaa::212:7403:3:303	107.25
146	grid9_1bh-6_2019-02-13_12:59_	BH	normal	10.0	1	41.208663034499295	1	aaaa::212:7403:3:303	94.18666666666665
147	grid9_1bh-6_2019-02-13_12:59_	BH	normal	0.0	4	51.07824314176223	1	aaaa::212:7403:3:303	75.80399999999999
148	grid9_1bh-6_2019-02-13_12:59_	BH	normal	8.0	2	131.6834900277697	3	aaaa::212:7405:5:505	194.7608695652174
149	grid9_1bh-6_2019-02-13_12:59_	BH	normal	22.0	4	83.6810102172838	3	aaaa::212:7405:5:505	194.74358974358975
150	grid9_1bh-6_2019-02-13_12:59_	BH	normal	0.0	4	64.32565108691169	3	aaaa::212:7405:5:505	160.92
151	grid9_1bh-6_2019-02-13_12:59_	BH	normal	4.0	2	45.86632113973844	3	aaaa::212:7405:5:505	145.9375
152	grid9_1bh-6_2019-02-13_12:59_	BH	normal	6.0	2	37.3593065926575	2	aaaa::212:7404:4:404	100.12978723404258
153	grid9_1bh-6_2019-02-13_12:59_	BH	normal	0.0	2	31.590322465422663	2	aaaa::212:7404:4:404	83.536
154	grid9_1bh-6_2019-02-13_12:59_	BH	normal	0.0	4	16.366740789834505	2	aaaa::212:7404:4:404	83.1
155	grid9_1bh-6_2019-02-13_12:59_	BH	normal	0.0	1	29.634123739296196	2	aaaa::212:7404:4:404	88.044
156	grid9_1bh-6_2019-02-13_12:59_	BH	normal	12.0	1	99.3076667986386	4	aaaa::212:740a:a:a0a	278.1818181818182
157	grid9_1bh-6_2019-02-13_12:59_	BH	normal	2.0	3	79.28556949793729	4	aaaa::212:740a:a:a0a	224.08163265306123
158	grid9_1bh-6_2019-02-13_12:59_	BH	normal	24.0	2	118.73798209757116	4	aaaa::212:740a:a:a0a	285.6842105263158
159	grid9_1bh-6_2019-02-13_12:59_	BH	normal	4.0	1	86.92366168652185	4	aaaa::212:740a:a:a0a	275.3541666666667
160	grid9_1bh-6_2019-02-13_12:59_	BH	normal	42.0	1	94.08973824155603	2	aaaa::212:7402:2:202	194.32068965517243
161	grid9_1bh-6_2019-02-13_12:59_	BH	normal	16.0	2	29.389608014287116	2	aaaa::212:7402:2:202	100.8857142857143
162	grid9_1bh-6_2019-02-13_12:59_	BH	normal	26.0	3	110.10826688053643	2	aaaa::212:7402:2:202	174.1108108108108
163	grid9_1bh-6_2019-02-13_12:59_	BH	normal	0.0	2	146.7566669764642	2	aaaa::212:7402:2:202	203.52200000000002
164	grid9_1bh-6_2019-02-13_12:59_	BH	normal	44.0	2	80.34693291986714	3	aaaa::212:7407:7:707	240.0
165	grid9_1bh-6_2019-02-13_12:59_	BH	normal	20.0	1	83.56510972949513	3	aaaa::212:7407:7:707	202.475
166	grid9_1bh-6_2019-02-13_12:59_	BH	normal	0.0	2	55.28059836056445	3	aaaa::212:7407:7:707	138.756
167	grid9_1bh-6_2019-02-13_12:59_	BH	normal	0.0	2	21.432384041778597	3	aaaa::212:7407:7:707	119.28399999999999
168	grid9_1bh-6_2019-02-13_12:59_	BH	BH	98.0	0	0.0	3	aaaa::212:7409:9:909	1.0
169	grid9_1bh-6_2019-02-13_12:59_	BH	BH	100.0	0	0.0	3	aaaa::212:7409:9:909	
170	grid9_1bh-6_2019-02-13_12:59_	BH	BH	100.0	0	0.0	3	aaaa::212:7409:9:909	
171	grid9_1bh-6_2019-02-13_12:59_	BH	BH	100.0	0	0.0	3	aaaa::212:7409:9:909	
172	grid9_1bh-6_2019-02-13_12:59_	BH	normal	36.0	2	132.42695795625747	4	aaaa::212:7408:8:808	348.0625
173	grid9_1bh-6_2019-02-13_12:59_	BH	normal	22.0	2	73.72166534079912	4	aaaa::212:7408:8:808	246.89743589743588
174	grid9_1bh-6_2019-02-13_12:59_	BH	normal	8.0	3	84.70327007473004	4	aaaa::212:7408:8:808	271.9782608695652
175	grid9_1bh-6_2019-02-13_12:59_	BH	normal	2.0	4	95.03710786186782	4	aaaa::212:7408:8:808	279.8979591836735
176	grid9_1bh-6_2019-02-13_12:59_	BH	normal	16.0	2	28.61989107115026	2	aaaa::212:7406:6:606	115.94761904761903
177	grid9_1bh-6_2019-02-13_12:59_	BH	normal	0.0	3	53.047761921667906	2	aaaa::212:7406:6:606	129.31599999999997
178	grid9_1bh-6_2019-02-13_12:59_	BH	normal	0.0	3	42.96488974756491	2	aaaa::212:7406:6:606	150.12199999999999
179	grid9_1bh-6_2019-02-13_12:59_	BH	normal	2.0	4	95.45619031109237	2	aaaa::212:7406:6:606	152.38979591836735
180	grid9_1bh-6_2019-02-13_19:15_	BH	normal	48.0	1	60.05608916799233	4	aaaa::212:7408:8:808	267.5769230769231
181	grid9_1bh-6_2019-02-13_19:15_	BH	normal	14.000000000000002	1	56.254336611472894	4	aaaa::212:7408:8:808	239.2093023255814
182	grid9_1bh-6_2019-02-13_19:15_	BH	normal	16.0	2	67.34623299578394	4	aaaa::212:7408:8:808	228.26190476190476
183	grid9_1bh-6_2019-02-13_19:15_	BH	normal	0.0	4	41.08242088926173	4	aaaa::212:7408:8:808	213.5
184	grid9_1bh-6_2019-02-13_19:15_	BH	normal	2.0	3	55.586398246945514	2	aaaa::212:7404:4:404	103.89387755102041
185	grid9_1bh-6_2019-02-13_19:15_	BH	normal	6.0	4	23.179391705025093	2	aaaa::212:7404:4:404	92.45957446808511
186	grid9_1bh-6_2019-02-13_19:15_	BH	normal	4.0	3	33.99240469763297	2	aaaa::212:7404:4:404	95.80624999999999
187	grid9_1bh-6_2019-02-13_19:15_	BH	normal	0.0	2	49.9033750443427	2	aaaa::212:7404:4:404	98.764
188	grid9_1bh-6_2019-02-13_19:15_	BH	normal	46.0	3	47.151330598488705	1	aaaa::212:7403:3:303	105.35185185185186
